id,views,likes,dislikes,comments
HCuBeinFJE0,58227,207,25,201
Q4EmEgw5q4Y,83011,1268,45,308
JcsOlUFFSo4,12188,552,5,55
clAPxCtnyZU,46455,106,12,22
-9c5ggtC_Uc,5820,8,8,9
_nR9A-SAfOE,3454,34,6,7
bPNLrLEMgE0,5181,34,3,18
0y6JReppJlo,372572,2135,92,547
C2gMcjRJYdk,64384,850,174,447
nWyBMvguPsA,14046,27,11,0
IICFoFKgOJ4,148626,1203,62,755
0ZwcukuKfmQ,134430,1293,286,770
MDieY76_ehc,3924,52,2,7
M45-7fcdEgY,239193,1114,86,233
M41ojhJzMIM,88446,2257,63,387
YLsYTSkIpvk,33239,0,0,7
xm3qSC7cZ9U,33525,5908,6,588
6J-jKm3scXo,166341,1963,79,787
gdtrFzZ8lfI,6512,35,6,4
KTt6cVSta18,6881,127,9,3
o6MLoxBtpmc,62268,0,0,106
_NHrL7hkf6o,90628,4446,29,256
f-jFclUfLc4,7483,151,6,173
Ezto087Fuq0,50066,1287,42,157
c0MDC44ewyA,424500,1865,113,163
KJ2guel2aRE,155874,5169,100,1173
cFwBPtzbKMg,9177,64,6,28
gF4okcPGNas,13798,361,12,100
CPo_NSjSGmE,217989,208,212,45
dPMqNCAxpMY,134931,316,305,459
_czJk8cUxV0,23931,141,8,5
mfI27JGlEE8,25931,354,14,0
ngambqAukEI,8944,0,0,0
s--zFdjlUcY,103200,392,23,322
HMUflKoFXYk,10908,346,23,4
MzwIrsgCaLc,36482,137,11,7
da3lGSFm7O4,42972,540,11,86
QT67QjdbCn0,11130,0,0,2
xK387XMa5dQ,10439,42,5,8
YBIS3hbkQf8,108904,1503,101,206
pSMUX2qc0Is,8099,287,0,28
GIILcNJO-3E,17992,201,36,74
AjNNUWN1-DY,405352,2062,83,1188
vXQXQrNnwVo,70611,5141,12,450
U8QlglQivpE,30793,30,39,0
BvAX9K4lydY,10923,37,7,10
A9Ytvx37oAQ,304586,725,482,642
6yJq_m562qI,25208,1061,20,160
76-KTVPm7XA,1273490,77623,1864,3575
HfyrusYr4i8,16905,49,12,21
mOMRUT6YJDk,15436,43,20,16
ijlw017_dQw,19536,80,5,20
RmDSTQGrveQ,176382,769,42,719
Mj_tCaWNM78,406525,46295,100,2651
7vwlaFTL90Q,112016,1505,85,96
a02oRGLRaUM,12479,206,5,9
mNqSetEhB2o,16333,0,0,0
H0RP1SroRNU,28423,201,15,29
XLXFUS67cow,1902,26,2,1
ihfTW6DxezI,19460,525,12,70
Op8sLLenBgU,6727,0,0,0
M1SO1zvkPYI,20472,119,19,0
m5RytGisFcA,12943,113,11,40
w9uju4TchTY,41526,105,32,89
8FioBnc4MX4,11157,367,11,12
MNwJmCNWKb4,41656,5330,4,576
B90VKc_BBVA,6588,23,2,3
MUeqfISsZM8,177544,165,80,21
YKW_V1QFHzE,56364,814,14,62
iP8o309aV-g,25826,19,28,9
_NnYm-z4hGc,7220,49,7,34
N0oMcPbx4ks,23093,57,8,35
gRBSQvdV4EY,107782,4651,31,581
vw5FvzHsFHc,7246,62,3,16
_4s5X_UhPEM,45203,940,5,38
uftrSWaNMec,90057,2878,144,443
VG5auMC9I0Q,155100,2474,346,630
wYSnrlfjdAc,73307,3021,91,382
TJ64ukzrJL4,142741,456,373,411
UkoV2-koBUQ,250437,3645,282,684
MB4qNDSJNsI,24271,1172,25,147
9qDeO7cwNpc,124153,1227,367,610
-6L27l3il28,136722,0,0,261
qbzy22AP7Js,84426,606,61,0
zZyTTBXwd88,165799,11606,387,2695
bXmPRSro5kE,118528,8798,119,148
4pyV0G7HeEc,1087530,12931,272,1858
PcNbF0FFZ6o,45270,2265,14,309
XRBDp347zH8,49317,225,36,21
7LsdGlWBgzg,26916,255,13,27
9UHl08MhZS4,115714,453,190,237
niX34ZaS4wY,21525,0,0,0
r7L7pVKUc7w,11634,151,6,9
ThrK2S5kWOU,66904,3587,39,240
ve0HZmQDKbc,28134,758,61,225
r-uYujAZR9M,7752,42,6,4
Xce5GhISSDM,45502,783,61,162
1ShnDeiqkxU,15541,440,16,71
fqcQ9Ioaoak,114334,2918,92,1248
YnHAf5hDuC8,28484,544,226,513
OzE_-rQDxwg,13328,90,16,5
Sa9yH0PipF0,5708,17,4,11
9oT5es2LWrk,89197,1386,83,159
WZ7RMirDIpw,250293,6338,643,608
ME5g4bZQCgI,73281,731,39,518
FKYoqJw9td0,24679,35,28,0
Z3evx2MBWN0,93704,625,41,12
B6GxvgcuYyo,5443,0,0,0
Cpyb7Y3L0ck,12895,261,1,11
Wm3njw05D30,110346,541,34,78
HFTfy33dfzY,143920,28947,49,2155
xxU5dtXqVbo,41906,1355,23,173
